"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr"
"3598",2,"Nevada","West","No Input",10,"Not Bulk","10"
"3599",1,"Georgia","South","No Input",10,"Not Bulk","10"
"3600",1,"California","West","Heard it",5,"Not Bulk","5"
"3601",0.375,"Missouri","Midwest","No Input",40,"Not Bulk","40"
"3602",0.5,"Nebraska","Midwest","Heard it",10,"Not Bulk","10"
"3603",0.6,"Kentucky","South","No Input",10,"Not Bulk","10"
"3604",1.5,"Alabama","South","Personal",10,"Not Bulk","10"
"3605",0.5,"California","West","Heard it",10,"Not Bulk","10"
"3606",1,"Georgia","South","No Input",10,"Not Bulk","10"
"3607",1,"Oregon","West","No Input",10,"Not Bulk","10"
"3608",0.8,"Texas","South","No Input",10,"Not Bulk","10"
"3609",1,"Florida","South","No Input",10,"Not Bulk","10"
"3610",0.8,"Alabama","South","Personal",10,"Not Bulk","10"
"3611",1.25,"Ohio","Midwest","No Input",40,"Not Bulk","40"
"3612",0.3,"California","West","Heard it",10,"Not Bulk","10"
"3613",0.625,"Mississippi","South","Personal",40,"Not Bulk","40"
"3614",0.34,"Nevada","West","No Input",10,"Bulk","10"
"3615",0.4,"Arizona","West","Internet",5,"Not Bulk","5"
"3616",0.9,"Arkansas","South","Heard it",10,"Bulk","10"
"3617",1,"New York","Northeast","Personal",40,"Not Bulk","40"
"3618",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3619",0.8,"Texas","South","Heard it",10,"Not Bulk","10"
"3620",0.4,"Michigan","Midwest","Heard it",10,"Bulk","10"
"3621",0.1,"Washington","West","Personal",10,"Not Bulk","10"
"3622",2,"Washington","West","No Input",10,"Not Bulk","10"
"3623",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3624",1,"Tennessee","South","Personal",40,"Not Bulk","40"
"3625",0.5,"Georgia","South","Personal",40,"Not Bulk","40"
"3626",0.225,"West Virginia","South","No Input",40,"Not Bulk","40"
"3627",1,"California","West","No Input",10,"Not Bulk","10"
"3628",1,"California","West","Heard it",10,"Not Bulk","10"
"3629",2,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"3630",0.1,"California","West","No Input",10,"Not Bulk","10"
"3631",0.3,"Washington","West","Personal",10,"Not Bulk","10"
"3632",1.4,"Pennsylvania","Northeast","Heard it",5,"Not Bulk","5"
"3633",0.75,"Georgia","South","Heard it",40,"Bulk","40"
"3634",0.5,"Minnesota","Midwest","No Input",10,"Not Bulk","10"
"3635",1,"California","West","No Input",10,"Not Bulk","10"
"3636",1,"Alaska","West","No Input",10,"Not Bulk","10"
"3637",0.8,"Oregon","West","No Input",5,"Not Bulk","5"
"3638",1,"Illinois","Midwest","No Input",40,"Not Bulk","40"
"3639",0.4,"Colorado","West","No Input",5,"Not Bulk","5"
"3640",1.6,"Ohio","Midwest","Heard it",5,"Not Bulk","5"
"3641",0.625,"Texas","South","Heard it",40,"Not Bulk","40"
"3642",0.6,"California","West","Personal",10,"Not Bulk","10"
"3643",0.1,"California","West","No Input",10,"Not Bulk","10"
"3644",0.4,"Washington","West","No Input",5,"Not Bulk","5"
"3645",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3646",1,"Florida","South","Personal",10,"Bulk","10"
"3647",0.5,"Washington","West","Heard it",10,"Bulk","10"
"3648",1,"North Carolina","South","Personal",10,"Not Bulk","10"
"3649",0.5,"California","West","No Input",10,"Not Bulk","10"
"3650",0.1,"Florida","South","Heard it",10,"Not Bulk","10"
"3651",0.6,"California","West","Heard it",10,"Not Bulk","10"
"3652",0.8,"California","West","No Input",10,"Bulk","10"
"3653",1.2,"Florida","South","Personal",10,"Bulk","10"
"3654",0.5,"Utah","West","Personal",10,"Not Bulk","10"
"3655",0.7,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3656",2,"Arkansas","South","No Input",10,"Not Bulk","10"
"3657",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3658",0.2,"New Mexico","West","Personal",5,"Bulk","5"
"3659",1,"Colorado","West","Personal",10,"Bulk","10"
"3660",1,"Florida","South","Personal",10,"Not Bulk","10"
"3661",0.75,"Ohio","Midwest","Heard it",40,"Not Bulk","40"
"3662",0.1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3663",1,"Florida","South","Heard it",10,"Bulk","10"
"3664",0.5,"Michigan","Midwest","Internet",10,"Not Bulk","10"
"3665",1.4,"Ohio","Midwest","Heard it",5,"Not Bulk","5"
"3666",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3667",0.2,"California","West","Personal",10,"Not Bulk","10"
"3668",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3669",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3670",0.7,"Georgia","South","Personal",10,"Not Bulk","10"
"3671",1,"North Carolina","South","Heard it",10,"Not Bulk","10"
"3672",1,"Florida","South","No Input",10,"Not Bulk","10"
"3673",0.1,"Florida","South","Internet",10,"Not Bulk","10"
"3674",0.8,"Texas","South","Heard it",10,"Bulk","10"
"3675",1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"3676",0.5,"Texas","South","Personal",40,"Not Bulk","40"
"3677",0.25,"South Carolina","South","Personal",10,"Not Bulk","10"
"3678",0.5,"North Carolina","South","Personal",10,"Not Bulk","10"
"3679",1,"North Carolina","South","No Input",5,"Not Bulk","5"
"3680",0.375,"Hawaii","West","Heard it",40,"Not Bulk","40"
"3681",1.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3682",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3683",0.2,"California","West","Personal",10,"Bulk","10"
"3684",1,"New York","Northeast","Heard it",10,"Not Bulk","10"
"3685",0.5,"Rhode Island","Northeast","No Input",10,"Not Bulk","10"
"3686",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10"
"3687",1,"Arizona","West","Personal",10,"Not Bulk","10"
"3688",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3689",1.6,"New Jersey","Northeast","Personal",5,"Bulk","5"
"3690",0.625,"Indiana","Midwest","Personal",40,"Bulk","40"
"3691",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"3692",0.8,"Florida","South","Personal",10,"Bulk","10"
"3693",1,"Florida","South","No Input",5,"Not Bulk","5"
"3694",1.2,"Florida","South","No Input",5,"Bulk","5"
"3695",0.4,"California","West","No Input",10,"Bulk","10"
"3696",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3697",1,"Washington","West","No Input",10,"Not Bulk","10"
"3698",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3699",0.5,"Maryland","South","Personal",40,"Not Bulk","40"
"3700",1,"West Virginia","South","Heard it",10,"Not Bulk","10"
"3701",1,"Kentucky","South","Personal",10,"Not Bulk","10"
"3702",1.2,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3703",1,"Louisiana","South","No Input",5,"Bulk","5"
"3704",2,"Ohio","Midwest","Internet",5,"Not Bulk","5"
"3705",0.4,"New York","Northeast","No Input",10,"Not Bulk","10"
"3706",0.5,"Utah","West","Heard it",10,"Not Bulk","10"
"3707",0.5,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3708",0.5,"California","West","Personal",10,"Not Bulk","10"
"3709",0.7,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"3710",0.8,"Florida","South","Heard it",10,"Not Bulk","10"
"3711",1,"Florida","South","Personal",5,"Not Bulk","5"
"3712",1.2,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3713",1,"Indiana","Midwest","No Input",5,"Bulk","5"
"3714",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3715",1.5,"Kansas","Midwest","Personal",40,"Not Bulk","40"
"3716",0.1,"Missouri","Midwest","Personal",10,"Bulk","10"
"3717",1,"Texas","South","No Input",5,"Not Bulk","5"
"3718",1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3719",0.5,"Idaho","West","No Input",10,"Bulk","10"
"3720",1,"California","West","No Input",10,"Bulk","10"
"3721",1,"Nevada","West","Heard it",10,"Not Bulk","10"
"3722",0.5,"Florida","South","No Input",40,"Not Bulk","40"
"3723",1,"Maine","Northeast","No Input",5,"Not Bulk","5"
"3724",0.4,"New York","Northeast","Heard it",10,"Not Bulk","10"
"3725",1.2,"South Carolina","South","No Input",10,"Not Bulk","10"
"3726",0.2,"California","West","Personal",10,"Not Bulk","10"
"3727",0.7,"Washington","West","Heard it",10,"Bulk","10"
"3728",1.5,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"3729",1,"Louisiana","South","No Input",10,"Not Bulk","10"
"3730",1,"Oklahoma","South","No Input",10,"Not Bulk","10"
"3731",0.7,"Oregon","West","Heard it",10,"Bulk","10"
"3732",1,"Nevada","West","Heard it",10,"Not Bulk","10"
"3733",0.2,"Massachusetts","Northeast","Personal",10,"Bulk","10"
"3734",0.5,"Tennessee","South","Personal",40,"Not Bulk","40"
"3735",0.5,"New York","Northeast","Personal",10,"Not Bulk","10"
"3736",0.75,"Texas","South","Heard it",40,"Not Bulk","40"
"3737",1.5,"Nevada","West","No Input",10,"Not Bulk","10"
"3738",1.1,"Oregon","West","No Input",10,"Not Bulk","10"
"3739",1.1,"Oregon","West","No Input",10,"Not Bulk","10"
"3740",0.1,"Nevada","West","Personal",10,"Not Bulk","10"
"3741",0.5,"Maryland","South","Heard it",40,"Not Bulk","40"
"3742",0.4,"Georgia","South","Personal",5,"Bulk","5"
"3743",0.5,"California","West","Heard it",10,"Bulk","10"
"3744",1,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3745",0.6,"Florida","South","Internet",10,"Not Bulk","10"
"3746",1.2,"Washington","West","Personal",10,"Not Bulk","10"
"3747",1,"Mississippi","South","Personal",10,"Not Bulk","10"
"3748",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3749",0.8,"Oregon","West","Internet",10,"Bulk","10"
"3750",0.8,"Washington","West","Personal",10,"Bulk","10"
"3751",1.25,"Massachusetts","Northeast","Heard it",40,"Not Bulk","40"
"3752",0.4,"Indiana","Midwest","No Input",5,"Not Bulk","5"
"3753",0.2,"Texas","South","No Input",5,"Not Bulk","5"
"3754",0.5,"Indiana","Midwest","Personal",10,"Bulk","10"
"3755",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3756",0.1,"New Mexico","West","Internet",10,"Not Bulk","10"
"3757",1.5,"Florida","South","Personal",10,"Not Bulk","10"
"3758",0.2,"New York","Northeast","Personal",10,"Not Bulk","10"
"3759",0.3,"California","West","Personal",10,"Bulk","10"
"3760",1,"Washington","West","Personal",10,"Not Bulk","10"
"3761",0.4,"Michigan","Midwest","Personal",10,"Bulk","10"
"3762",0.3,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"3763",1,"Kentucky","South","Personal",40,"Not Bulk","40"
"3764",0.875,"Tennessee","South","Heard it",40,"Not Bulk","40"
"3765",0.5,"Texas","South","Personal",40,"Not Bulk","40"
"3766",0.8,"Arkansas","South","Internet",10,"Not Bulk","10"
"3767",0.25,"Florida","South","Heard it",40,"Not Bulk","40"
"3768",1,"Connecticut","Northeast","Heard it",10,"Not Bulk","10"
"3769",0.1,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"3770",0.6,"North Carolina","South","No Input",10,"Not Bulk","10"
"3771",0.3,"California","West","Personal",10,"Not Bulk","10"
"3772",1,"California","West","No Input",10,"Not Bulk","10"
"3773",1,"Idaho","West","Internet",5,"Bulk","5"
"3774",0.7,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"3775",2,"California","West","Internet",10,"Bulk","10"
"3776",0.4,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"3777",1,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"3778",0.1,"Oregon","West","Personal",10,"Bulk","10"
"3779",1,"Oregon","West","Personal",10,"Bulk","10"
"3780",2,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3781",0.5,"New York","Northeast","No Input",40,"Not Bulk","40"
"3782",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3783",0.1,"Washington","West","No Input",10,"Not Bulk","10"
"3784",0.5,"Virginia","South","Heard it",10,"Not Bulk","10"
"3785",0.3,"Arizona","West","Heard it",10,"Not Bulk","10"
"3786",0.9,"Missouri","Midwest","Internet",10,"Not Bulk","10"
"3787",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3788",0.2,"California","West","Personal",10,"Not Bulk","10"
"3789",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3790",2,"Kentucky","South","Personal",10,"Not Bulk","10"
"3791",0.05,"California","West","No Input",5,"Not Bulk","5"
"3792",2,"California","West","No Input",5,"Not Bulk","5"
"3793",1,"California","West","Personal",10,"Not Bulk","10"
"3794",1,"Nevada","West","Personal",5,"Not Bulk","5"
"3795",1.5,"Tennessee","South","No Input",40,"Not Bulk","40"
"3796",0.6,"Florida","South","Heard it",10,"Not Bulk","10"
"3797",0.8,"Georgia","South","Heard it",10,"Not Bulk","10"
"3798",0.25,"Tennessee","South","No Input",40,"Not Bulk","40"
"3799",1,"Florida","South","Heard it",10,"Bulk","10"
"3800",1,"Utah","West","Heard it",10,"Bulk","10"
"3801",1,"California","West","Heard it",10,"Bulk","10"
"3802",0.5,"South Carolina","South","Heard it",10,"Not Bulk","10"
"3803",2,"Missouri","Midwest","No Input",5,"Not Bulk","5"
"3804",1,"Idaho","West","Personal",5,"Not Bulk","5"
"3805",1,"Georgia","South","No Input",10,"Not Bulk","10"
"3806",0.5,"Washington","West","Personal",10,"Bulk","10"
"3807",0.5,"Washington","West","No Input",10,"Not Bulk","10"
"3808",2,"California","West","Personal",5,"Bulk","5"
"3809",1,"Tennessee","South","Personal",10,"Not Bulk","10"
"3810",1,"Michigan","Midwest","Personal",10,"Bulk","10"
"3811",1,"South Carolina","South","No Input",10,"Not Bulk","10"
"3812",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"3813",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"3814",1,"Louisiana","South","Personal",10,"Bulk","10"
"3815",1.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"3816",0.7,"Florida","South","No Input",10,"Not Bulk","10"
"3817",1,"Ohio","Midwest","Personal",5,"Not Bulk","5"
"3818",0.3,"Georgia","South","Personal",10,"Not Bulk","10"
"3819",1,"Nevada","West","Personal",10,"Not Bulk","10"
"3820",0.3,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"3821",1,"Texas","South","No Input",40,"Not Bulk","40"
"3822",1,"Rhode Island","Northeast","Heard it",40,"Not Bulk","40"
"3823",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3824",0.6,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3825",0.3,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"3826",1,"Texas","South","Heard it",5,"Not Bulk","5"
"3827",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3828",0.5,"California","West","Personal",10,"Not Bulk","10"
"3829",0.5,"Illinois","Midwest","No Input",40,"Not Bulk","40"
"3830",0.625,"Illinois","Midwest","No Input",40,"Not Bulk","40"
"3831",0.3,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"3832",0.7,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"3833",0.2,"Tennessee","South","Personal",10,"Bulk","10"
"3834",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10"
"3835",0.6,"North Carolina","South","No Input",5,"Not Bulk","5"
"3836",0.5,"California","West","Personal",10,"Not Bulk","10"
"3837",0.7,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"3838",2,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"3839",1,"Wisconsin","Midwest","Heard it",10,"Not Bulk","10"
"3840",0.3,"California","West","Internet",10,"Bulk","10"
"3841",0.7,"New York","Northeast","Personal",10,"Not Bulk","10"
"3842",2,"Kentucky","South","No Input",5,"Not Bulk","5"
"3843",0.5,"South Carolina","South","Personal",10,"Not Bulk","10"
"3844",0.5,"Arkansas","South","No Input",10,"Not Bulk","10"
"3845",2,"Utah","West","Personal",5,"Not Bulk","5"
"3846",0.25,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"3847",1,"Alabama","South","Heard it",10,"Not Bulk","10"
"3848",1,"Alabama","South","No Input",10,"Not Bulk","10"
"3849",0.5,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"3850",0.5,"Pennsylvania","Northeast","No Input",10,"Bulk","10"
"3851",1,"Maryland","South","Heard it",10,"Not Bulk","10"
"3852",0.6,"Iowa","Midwest","Heard it",5,"Not Bulk","5"
"3853",1,"Nebraska","Midwest","Personal",5,"Not Bulk","5"
"3854",1,"South Dakota","Midwest","Heard it",10,"Not Bulk","10"
"3855",0.6,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"3856",0.2,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"3857",1,"Florida","South","No Input",5,"Not Bulk","5"
"3858",0.8,"Oklahoma","South","Heard it",10,"Not Bulk","10"
"3859",2,"California","West","No Input",5,"Not Bulk","5"
"3860",0.8,"New York","Northeast","Heard it",10,"Not Bulk","10"
"3861",0.75,"Louisiana","South","Heard it",40,"Bulk","40"
"3862",0.8,"North Carolina","South","Personal",10,"Bulk","10"
"3863",1.3,"Arizona","West","Heard it",10,"Bulk","10"
"3864",1,"South Dakota","Midwest","Internet",10,"Not Bulk","10"
"3865",0.2,"North Carolina","South","No Input",10,"Bulk","10"
"3866",0.5,"Virginia","South","Heard it",10,"Not Bulk","10"
"3867",0.7,"New Hampshire","Northeast","Personal",10,"Not Bulk","10"
"3868",2,"Maine","Northeast","No Input",5,"Not Bulk","5"
"3869",0.2,"California","West","No Input",5,"Not Bulk","5"
"3870",1,"California","West","No Input",10,"Not Bulk","10"
"3871",0.5,"California","West","Heard it",40,"Not Bulk","40"
"3872",0.625,"Tennessee","South","Personal",40,"Not Bulk","40"
"3873",2,"Missouri","Midwest","No Input",5,"Not Bulk","5"
"3874",1,"Texas","South","Personal",40,"Not Bulk","40"
"3875",2,"Florida","South","Personal",10,"Not Bulk","10"
"3876",2,"Oregon","West","Heard it",5,"Bulk","5"
"3877",2,"Colorado","West","No Input",5,"Not Bulk","5"
"3878",0.3,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3879",1,"New Mexico","West","No Input",10,"Not Bulk","10"
"3880",1,"Utah","West","No Input",10,"Not Bulk","10"
"3881",0.4,"California","West","Personal",10,"Bulk","10"
"3882",0.3,"Nevada","West","Heard it",10,"Not Bulk","10"
"3883",0.4,"Oregon","West","No Input",5,"Not Bulk","5"
"3884",0.7,"Maryland","South","No Input",10,"Not Bulk","10"
"3885",0.75,"California","West","No Input",40,"Bulk","40"
"3886",0.7,"Washington","West","Personal",10,"Not Bulk","10"
"3887",1,"Georgia","South","Personal",10,"Not Bulk","10"
"3888",0.1,"North Carolina","South","Internet",10,"Bulk","10"
"3889",1,"Oklahoma","South","Heard it",5,"Not Bulk","5"
"3890",1,"California","West","No Input",10,"Not Bulk","10"
"3891",1,"Utah","West","Personal",10,"Not Bulk","10"
"3892",0.125,"Florida","South","Heard it",40,"Not Bulk","40"
"3893",0.5,"Colorado","West","Personal",10,"Not Bulk","10"
"3894",0.2,"Missouri","Midwest","Personal",5,"Not Bulk","5"
"3895",1,"Kentucky","South","No Input",40,"Not Bulk","40"
"3896",1,"California","West","No Input",10,"Not Bulk","10"
"3897",1,"California","West","Personal",5,"Bulk","5"
"3898",1,"Florida","South","Personal",10,"Not Bulk","10"
"3899",1.5,"Washington","West","Personal",10,"Not Bulk","10"
"3900",0.1,"Oregon","West","Personal",10,"Not Bulk","10"
"3901",1,"Iowa","Midwest","No Input",5,"Not Bulk","5"
"3902",0.5,"Maryland","South","Personal",40,"Not Bulk","40"
"3903",1,"Georgia","South","Personal",40,"Not Bulk","40"
"3904",0.2,"New Jersey","Northeast","Personal",5,"Bulk","5"
"3905",1,"California","West","Heard it",10,"Bulk","10"
"3906",0.5,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"3907",0.5,"Illinois","Midwest","No Input",40,"Bulk","40"
"3908",1,"Virginia","South","Personal",10,"Not Bulk","10"
"3909",0.75,"New York","Northeast","Heard it",40,"Bulk","40"
"3910",2,"Arkansas","South","Heard it",10,"Not Bulk","10"
"3911",0.1,"Ohio","Midwest","Heard it",10,"Bulk","10"
"3912",1,"Ohio","Midwest","Heard it",10,"Bulk","10"
"3913",0.5,"Virginia","South","Heard it",10,"Not Bulk","10"
"3914",1,"California","West","Personal",10,"Not Bulk","10"
"3915",0.5,"Illinois","Midwest","No Input",40,"Not Bulk","40"
"3916",1,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"3917",0.75,"Michigan","Midwest","Heard it",40,"Not Bulk","40"
"3918",1,"Washington","West","Personal",10,"Bulk","10"
"3919",2,"Michigan","Midwest","Heard it",10,"Not Bulk","10"
"3920",1,"New York","Northeast","Personal",10,"Bulk","10"
"3921",0.7,"Nevada","West","No Input",10,"Not Bulk","10"
"3922",0.3,"Missouri","Midwest","Internet",10,"Bulk","10"
"3923",0.75,"Washington","West","Heard it",10,"Not Bulk","10"
"3924",1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"3925",1,"South Carolina","South","Internet",10,"Not Bulk","10"
"3926",1,"Missouri","Midwest","Personal",10,"Bulk","10"
"3927",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3928",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3929",1,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3930",2,"Kansas","Midwest","Personal",10,"Not Bulk","10"
